checkpoint_path,accuracy
/home/ianyang/stochastic_simulations/experiments/EXP-26-IY035/IY035_simCLR_experimental_cross_view_b64_lr0.01_L2_H4_D16_instance_ds2_20260705_180854_model.pth,0.8085106382978723
/home/ianyang/stochastic_simulations/experiments/EXP-26-IY035/IY035_simCLR_experimental_cross_view_b64_lr0.01_L2_H4_D16_instance_ds2_20260703_230938_model.pth,0.776595744680851
/home/ianyang/stochastic_simulations/experiments/EXP-26-IY035/IY035_simCLR_experimental_cross_view_b64_lr0.01_L2_H4_D16_instance_20260703_171124_model.pth,0.7659574468085106
/home/ianyang/stochastic_simulations/experiments/EXP-26-IY035/IY035_simCLR_experimental_cross_view_b64_lr0.01_L2_H4_D16_instance_ds2_20260705_221545_model.pth,0.7659574468085106
/home/ianyang/stochastic_simulations/experiments/EXP-26-IY035/IY035_simCLR_experimental_cross_view_b64_lr0.01_L2_H4_D16_instance_ds2_20260704_090850_model.pth,0.7446808510638298
/home/ianyang/stochastic_simulations/experiments/EXP-26-IY035/IY035_simCLR_experimental_augmented_b1024_lr0.003_L2_H4_D16_instance_len250_20260707_100732_model.pth,0.7446808510638298
/home/ianyang/stochastic_simulations/experiments/EXP-26-IY035/IY035_simCLR_experimental_cross_view_b1024_lr0.003_L2_H4_D16_instance_len200_20260705_231212_model.pth,0.7340425531914894
/home/ianyang/stochastic_simulations/experiments/EXP-26-IY035/IY035_simCLR_experimental_cross_view_b1024_lr0.01_L2_H4_D16_instance_ds2_20260705_224652_model.pth,0.7127659574468085
/home/ianyang/stochastic_simulations/experiments/EXP-26-IY035/IY035_simCLR_experimental_augmented_b1024_lr0.003_L2_H4_D16_instance_len250_20260707_124029_model.pth,0.7127659574468085
/home/ianyang/stochastic_simulations/experiments/EXP-26-IY035/IY035_simCLR_experimental_augmented_b1024_lr0.003_L2_H4_D16_instance_len250_20260706_224633_model.pth,0.7021276595744681
/home/ianyang/stochastic_simulations/experiments/EXP-26-IY035/IY035_simCLR_full_vs_ss_b1024_lr0.003_L2_H4_D16_instance_full480_ss120_20260707_113012_model.pth,0.6702127659574468
